query,recipe_id,publisher,source_url,image_url,social_rank,publisher_url,title,sum_cal,sum_fat,sum_carb,sum_protein
carrot,34225f,BBC Good Food,http://www.bbcgoodfood.com/recipes/4425/carrot-cake,http://forkify-api.herokuapp.com/images/4425_MEDIUMc880.jpg,99.9999999995808,http://www.bbcgoodfood.com,Carrot cake,7510.722,545.3459999999999,604.885,88.01
carrot,36520,Simply Recipes,http://www.simplyrecipes.com/recipes/kale_and_roasted_vegetable_soup/,http://forkify-api.herokuapp.com/images/kalewhitebeansoup300x20052e63a6f.jpg,99.99999999941573,http://simplyrecipes.com,Kale and Roasted Vegetable Soup,658.600634576,8.3045923696,134.72346587200002,27.100662652799997
carrot,35109,Closet Cooking,http://www.closetcooking.com/2012/09/bacon-double-cheeseburger-soup.html,http://forkify-api.herokuapp.com/images/Bacon2BDouble2BCheeseburger2BSoup2B5002B0677c192317c.jpg,99.99999999937391,http://closetcooking.com,Bacon Double Cheeseburger Soup,2786.4697431262,169.97122574465,169.5034237558,117.06676452065
carrot,46923,The Pioneer Woman,http://thepioneerwoman.com/cooking/2012/05/tortilla-rollups/,http://forkify-api.herokuapp.com/images/rollupscf15.jpg,99.99999999876846,http://thepioneerwoman.com,Tortilla Rollups,1754.7767364499998,94.819135782,125.562986349,96.7480571076
carrot,47289,The Pioneer Woman,http://thepioneerwoman.com/cooking/2008/10/whiskey-glazed-carrots-major-league-yum/,http://forkify-api.herokuapp.com/images/WhiskeyGlazedCarrotsddc3.jpg,99.99999999742624,http://thepioneerwoman.com,Whiskey-Glazed Carrots,581.3857433999999,11.968369480000002,120.73647400000002,11.45566266
broccoli,47923,101 Cookbooks,http://www.101cookbooks.com/archives/double-broccoli-quinoa-recipe.html,http://forkify-api.herokuapp.com/images/broccoli_pesto_quinoa4c75.jpg,100.0,http://www.101cookbooks.com,Double Broccoli Quinoa,658.0803333333333,29.591666666666665,73.55326666666669,32.84706666666666
broccoli,35196,Closet Cooking,http://www.closetcooking.com/2012/11/cheesy-broccoli-quinoa.html,http://forkify-api.herokuapp.com/images/Cheesy2BBroccoli2BQuinoa2B5002B4620b7a2a308.jpg,100.0,http://closetcooking.com,Cheesy Broccoli Quinoa,184.78,7.514,22.536,10.149999999999999
broccoli,055aae,Chow,http://www.chow.com/recipes/30507-spicy-thai-coconut-quinoa,http://forkify-api.herokuapp.com/images/30507_RecipeImage_620x413_spicy_thai_coconut_quinoaa3db.jpg,99.99999999996051,http://www.chow.com,Spicy Thai Coconut Quinoa Recipe,1922.0151699019996,135.51914380586666,158.01023921526672,62.57851231019999
broccoli,43eadb,Smitten Kitchen,http://smittenkitchen.com/blog/2012/06/broccoli-parmesan-fritters/,http://forkify-api.herokuapp.com/images/7362347228_f0153cc88db1af.jpg,99.99999999993176,http://www.smittenkitchen.com,broccoli parmesan fritters,1323.56366468,100.8841847392,79.11373293599999,31.1051084352
broccoli,46976,The Pioneer Woman,http://thepioneerwoman.com/cooking/2011/11/broccoli-cheese-cracker-casserole/,http://forkify-api.herokuapp.com/images/broccheese58ec.jpg,99.99999999989961,http://thepioneerwoman.com,Broccoli Cheese & Cracker Casserole,1972.0540285000002,33.59240844,170.52904770000004,42.67695064
broccoli,16580,All Recipes,http://allrecipes.com/Recipe/Homemade-Dog-Food/Detail.aspx,http://forkify-api.herokuapp.com/images/9147675385.jpg,99.9999999410573,http://allrecipes.com,Homemade Dog Food,1378.9276439600003,79.5244723784,41.791465872,125.44610937040001
broccoli,bc5311,101 Cookbooks,http://www.101cookbooks.com/archives/ginger-coconut-milk-soup-recipe.html,http://forkify-api.herokuapp.com/images/ginger_coconut_milk_soupf4b3.jpg,99.99999990876967,http://www.101cookbooks.com,Ginger Coconut Milk Soup,1262.0822772,59.667,96.09100000000001,24.078999999999997
broccoli,36844,Simply Recipes,http://www.simplyrecipes.com/recipes/roasted_broccoli/,http://forkify-api.herokuapp.com/images/roastedbroccolib300x20018536db9.jpg,99.99999987560834,http://simplyrecipes.com,Roasted Broccoli,652.5169942499998,18.080554219999996,110.21319885,30.625325319999995
broccoli,94f563,BBC Good Food,http://www.bbcgoodfood.com/recipes/4886/broccoli-and-blue-cheese-soup,http://forkify-api.herokuapp.com/images/4886_MEDIUMfef8.jpg,99.99999968998823,http://www.bbcgoodfood.com,Broccoli &amp; blue cheese soup,1090.87,102.16900000000001,31.821,16.965999999999998
broccoli,72faad,Smitten Kitchen,http://smittenkitchen.com/blog/2012/10/spaghetti-with-broccoli-cream-pesto/,http://forkify-api.herokuapp.com/images/8047606795_57afb30c7076c3.jpg,99.99999943311913,http://www.smittenkitchen.com,spaghetti with broccoli cream pesto,1146.66523705,50.461550405,110.23125030000001,66.91287954
broccoli,47869,101 Cookbooks,http://www.101cookbooks.com/archives/broccolibasil-mac-and-cheese-recipe.html,http://forkify-api.herokuapp.com/images/green_mac_and_cheese_recipe1c80.jpg,99.99999934909995,http://www.101cookbooks.com,Broccoli-Basil Mac and Cheese,3466.198,222.34300000000002,264.1802,116.7278
broccoli,37871,Real Simple,http://www.realsimple.com/food-recipes/browse-all-recipes/gkazed-salmon-broccoli-rice-00000000012566/index.html,http://forkify-api.herokuapp.com/images/salmonbrocollirice_300e31c16aa.jpg,99.99999887037431,http://realsimple.com,Glazed Salmon With Broccoli Rice,226.60000000000002,8.2376,23.7714,13.867599999999998
broccoli,48979,Bon Appetit,http://www.bonappetit.com/recipes/2012/10/squash-and-broccoli-rabe-lasagna,http://forkify-api.herokuapp.com/images/squashandbroccolirabelasagna646e0f9.jpg,99.99999412392056,http://www.bonappetit.com,Squash and Broccoli Rabe Lasagna,2885.0648545199997,133.21159136999998,232.93780627,205.46379459
